dish_id,total_calories,total_mass,total_fat,total_carb,total_protein
dish_1561148021,361.765411,216.0,19.948797,23.611561,22.204132
dish_1561739623,156.240005,348.0,1.056,33.599998,7.176
dish_1558463690,432.95401,241.0,32.034,30.032001,15.807
dish_1563479526,67.844879,51.0,4.713103,5.867841,1.291098
dish_1558030435,246.940002,221.0,11.115,24.954,11.915
dish_1564588719,222.278015,81.0,16.299,6.366,11.681
dish_1562617939,234.966125,133.0,14.640826,20.433863,7.238798
dish_1563811463,220.585373,376.0,2.699951,22.557051,23.124781
dish_1550711845,26.800001,67.0,0.134,6.03,1.34
dish_1562183125,88.552399,131.0,6.881025,5.217036,3.754251
dish_1551226409,24.51,57.0,0.171,5.13,1.938
dish_1560369403,411.967804,405.0,30.986551,28.932995,43.259884
dish_1563464651,312.0,130.0,9.2,46.645,10.868001
dish_1558381860,94.400002,59.0,8.85,5.31,1.18
dish_1558462106,25.530001,37.0,0.074,6.66,0.259
dish_1551313782,49.41,81.0,0.405,12.150001,0.891
dish_1562945879,174.425323,234.0,3.118645,34.353195,5.940001
dish_1566332040,14.95,65.0,0.26,2.34,1.885
dish_1563222775,190.584213,75.0,8.823172,16.359587,11.272345
dish_1563208459,186.485947,161.0,8.039566,22.543018,6.94117
dish_1551135179,145.970001,55.0,2.31,23.265001,7.425
dish_1550770866,168.580002,256.0,9.564,11.199999,9.996
dish_1550874918,55.799999,62.0,8.059999,0.0,11.408
dish_1562184663,600.540405,271.0,50.940563,5.702527,56.024384
dish_1563389626,498.620026,360.0,30.181793,12.393457,45.326939
dish_1563898722,343.350006,303.0,23.472,9.870001,23.232
dish_1568315988,50.370003,69.0,3.312,1.311,5.52
dish_1551139874,234.234009,152.0,19.852001,16.443001,13.531
dish_1551233375,19.25,55.0,0.22,3.85,1.32
dish_1551142001,151.919998,163.0,9.546,7.274,9.392
dish_1557862384,19.25,77.0,0.231,3.85,1.386
dish_1551122614,33.540001,78.0,0.234,7.02,2.652
dish_1551378996,122.933998,263.0,2.108,26.019001,4.881
dish_1558723073,16.200001,90.0,0.18,3.51,0.81
dish_1551567805,77.445999,119.0,4.043,11.067,1.124
dish_1551490962,48.299999,42.0,4.494,2.646,0.336
dish_1551487117,7.05,15.0,0.015,1.8,0.135
dish_1550713174,425.690033,218.0,34.531002,19.782,17.199001
dish_1551135896,24.940001,58.0,0.174,5.22,1.972
dish_1563309189,37.950001,33.0,3.531,2.079,0.264
dish_1551390265,92.400002,56.0,2.016,0.0,17.360001
dish_1566316757,448.382874,819.0,4.36961,34.209389,59.50024
dish_1563827086,199.044998,175.0,7.69,23.585001,10.0
dish_1560974009,482.983063,409.0,20.768675,30.18502,45.270073
dish_1551136891,40.040001,52.0,0.052,8.84,1.04
dish_1551314855,34.559998,36.0,0.54,7.56,1.224
dish_1565811588,348.484161,263.0,21.454355,7.568845,31.213434
dish_1568666184,28.500002,190.0,0.38,5.51,2.66
dish_1567628069,107.433014,73.0,7.180391,10.049737,2.344513
dish_1551493749,270.802002,162.0,20.455,12.198,10.977
dish_1563555072,165.76001,112.0,12.32,1.792,11.2
dish_1564518512,270.70752,163.0,10.088751,26.596989,17.808199
dish_1559751775,309.235992,254.0,13.139999,30.107998,16.768
dish_1564685450,623.007507,288.0,35.372643,38.998962,37.391777
dish_1550874756,85.919998,120.0,5.656,10.540001,8.744
dish_1561580659,754.353577,480.0,43.801662,16.297264,68.890678
dish_1551567541,244.666,71.0,19.382999,2.982,13.703
dish_1551381496,189.799988,77.0,9.259999,16.177999,10.700001
dish_1551226013,27.52,64.0,0.192,5.76,2.176
dish_1558109907,43.470001,63.0,0.126,11.34,0.441
dish_1565023182,638.714844,308.0,47.469677,9.244903,41.584
dish_1558641320,211.589996,336.0,3.092,49.055996,4.52
dish_1550780717,56.209999,73.0,0.073,12.41,1.46
dish_1563822663,303.099365,317.0,13.86415,24.232965,22.034336
dish_1551233248,131.179993,103.0,3.357,14.752,10.469
dish_1561753649,164.010803,196.0,7.950614,6.39206,15.585461
dish_1566501126,564.917969,369.0,33.761002,17.909,50.878998
dish_1551236657,6.6,30.0,0.09,0.99,0.93
dish_1566317801,275.399994,420.0,4.0,56.984001,7.258
dish_1550706891,150.960007,102.0,11.22,1.632,10.2
dish_1562173175,165.366608,163.0,7.169495,13.684191,12.646373
dish_1551567775,77.445999,119.0,4.043,11.066999,1.124
dish_1558027057,80.665001,65.0,0.13,19.110001,1.04
dish_1563909469,72.402824,64.0,6.906353,2.248366,1.364915
dish_1568400967,36.610001,113.0,0.452,7.196,2.628
dish_1565726887,174.015305,172.0,11.514614,15.960674,3.668133
dish_1551314022,23.790001,39.0,0.195,5.85,0.429
dish_1551226475,87.440002,126.0,0.976,18.01,4.374
dish_1566590536,25.070757,51.0,0.60339,5.030649,0.453124
dish_1564516397,36.809998,59.0,2.953,2.949,0.504
dish_1559841908,175.162018,304.0,0.471,45.571999,2.069
dish_1562876756,354.596863,322.0,13.231589,37.242165,28.104403
dish_1563309398,655.986816,604.0,20.217884,23.338593,93.24395
dish_1563217968,252.792709,244.0,12.477004,12.713421,23.076189
dish_1551490433,6.936,34.0,0.034,1.326,0.748
dish_1550711187,63.139999,82.0,0.082,13.940001,1.64
dish_1551232782,170.290009,199.0,12.664,7.755001,26.374001
dish_1562007866,497.861359,465.0,15.249501,62.604572,28.075634
dish_1566850099,113.057968,112.0,10.687347,4.140735,1.525551
dish_1560370114,7.956,39.0,0.039,1.521,0.858
dish_1568061320,535.839905,491.0,19.667326,48.117958,41.280106
dish_1558549605,97.5,75.0,0.225,21.0,2.025
dish_1559320019,196.820007,205.0,5.714,30.732002,6.408
dish_1560887457,389.264343,246.0,14.28046,48.705952,17.193094
dish_1558724633,32.899998,94.0,0.376,6.58,2.256
dish_1561578865,417.185303,246.0,17.301928,49.707146,16.735947
dish_1564170474,39.480003,168.0,0.616,7.336,2.464
dish_1567625343,65.480003,74.0,4.989,5.547,1.711
dish_1561574428,84.002373,172.0,5.07367,7.938416,3.987952
dish_1565726848,102.105309,121.0,8.046616,6.780674,2.597133
dish_1559675268,39.370003,144.0,0.271,8.615,2.315
dish_1563984729,495.720032,321.0,33.59,7.544,38.98
dish_1568405430,119.099396,121.0,9.026379,8.612275,2.186578
dish_1565727821,281.123993,196.0,10.092001,6.161,40.348
dish_1550792864,159.940002,155.0,5.672,15.639999,10.889999
dish_1550710845,18.0,36.0,0.036,4.68,0.18
dish_1566933454,121.741409,154.0,8.774585,9.049747,3.66512
dish_1559751458,152.643005,123.0,0.246,36.161999,1.968
dish_1558468589,12.1,55.0,0.165,1.815,1.705
dish_1558641037,60.839996,117.0,0.234,16.379999,0.351
dish_1550770511,346.388,212.0,24.707001,12.323999,18.947001
dish_1551391543,372.769989,133.0,29.458002,15.241999,18.360001
dish_1565898758,612.990295,612.0,12.797448,21.753021,98.402481
dish_1562614980,566.146057,485.0,28.809109,21.104092,57.345734
dish_1562702412,183.389359,285.0,8.965265,21.698669,6.422541
dish_1567542778,260.582001,98.0,9.212,32.830002,10.976001
dish_1561996535,11.56,34.0,0.068,2.72,0.272
dish_1551375218,109.209991,218.0,0.479,26.48,3.007
dish_1558468435,28.0,80.0,0.32,5.6,1.92
dish_1559059954,108.199997,20.0,8.4,0.28,7.4
dish_1551564543,43.700001,38.0,4.066,2.394,0.304
dish_1560368138,23.5,123.0,0.28,4.593,1.855
dish_1551389588,2400.780029,133.0,27.552002,732.300049,90.181999
dish_1559238481,59.689999,127.0,0.127,15.24,1.143
dish_1568665970,202.182007,167.0,7.741,24.117001,9.984
dish_1566931650,610.869019,488.0,33.803001,23.139999,58.401997
dish_1551318377,151.470001,95.0,6.68,22.99,2.829
dish_1561061630,186.683746,150.0,11.299298,17.850639,6.371217
dish_1563294441,65.199997,162.0,0.241,16.793999,0.889
dish_1563910708,786.212585,555.0,36.178989,26.49613,83.004326
dish_1558547205,291.174988,186.0,12.676999,37.510998,9.297001
dish_1566230222,240.23999,462.0,0.924,3.234,46.200001
dish_1563378372,468.165009,128.0,23.058001,53.319,11.66
dish_1565897569,324.913513,150.0,21.174665,5.554203,28.6933
dish_1559841891,163.962006,272.0,0.343,43.332001,1.301
dish_1551221801,40.5,45.0,5.85,0.0,8.28
dish_1551562881,43.700001,38.0,4.066,2.394,0.304
dish_1551237079,312.910004,245.0,9.708,9.18,46.257999
dish_1558641442,103.386002,211.0,1.751,21.809999,3.946
dish_1558031566,140.660004,26.0,10.92,0.364,9.62
dish_1565034330,614.015503,483.0,31.386456,39.217323,42.396172
dish_1562786103,93.081001,57.0,3.363,13.965,2.337
dish_1558717969,95.489998,90.0,2.16,19.799999,2.79
dish_1563306039,493.637207,326.0,26.277563,18.84376,44.06319
dish_1551306860,59.509998,11.0,4.62,0.154,4.07
dish_1562614121,123.492508,155.0,9.446692,8.716035,3.395248
dish_1564171888,345.125885,194.0,17.510075,7.637636,36.027115
dish_1562949541,494.225647,374.0,33.717587,16.525366,31.732658
dish_1558114875,74.360001,143.0,0.286,0.429,20.02
dish_1561666640,48.800003,90.0,0.18,12.400001,0.668
dish_1560539368,238.814514,314.0,20.835882,17.820642,23.615503
dish_1561665706,386.348969,228.0,8.67,61.510002,18.429001
dish_1562010369,141.166443,69.0,8.450825,1.970436,13.519394
dish_1551322890,137.639999,93.0,10.23,1.488,9.3
dish_1558636028,199.347992,262.0,5.379,38.542999,4.341
dish_1564685229,591.435242,347.0,41.458504,14.729663,41.9048
dish_1566587102,213.599411,146.0,7.505935,8.090585,27.147421
dish_1558631904,80.079994,154.0,0.308,21.559999,0.462
dish_1561049373,290.75,146.0,21.950001,2.298,19.73
dish_1551227581,12.400001,31.0,0.062,2.79,0.62
dish_1551225714,67.580002,31.0,0.899,13.95,1.86
dish_1551124637,108.199997,20.0,8.4,0.28,7.4
dish_1551378151,326.838013,136.0,27.217001,17.208,11.199
dish_1564601638,712.456421,541.0,46.945045,42.989044,51.12669
dish_1562603536,75.739998,14.0,5.88,0.196,5.18
dish_1561578156,31.990978,97.0,1.141176,5.610784,0.95098
dish_1550772960,19.380001,57.0,0.399,3.876,0.399
dish_1550861950,31.49,67.0,0.067,8.04,0.603
dish_1565195398,135.37854,126.0,4.812195,18.777807,4.224878
dish_1550713462,44.530003,61.0,2.928,1.159,4.88
dish_1566502437,74.564041,64.0,6.415376,3.824625,1.711664
dish_1558638216,55.899998,43.0,0.129,12.04,1.161
dish_1562704640,333.281311,275.0,14.807559,26.863106,22.06978
dish_1563813395,371.862915,193.0,24.723194,16.471661,21.557278
dish_1565981802,99.754425,152.0,5.596065,6.631088,8.817584
dish_1564170098,50.799999,67.0,3.459,5.166,0.641
dish_1558636902,38.950001,95.0,0.19,9.5,0.855
dish_1551232713,33.540001,78.0,0.234,7.02,2.652
dish_1563379494,472.280975,295.0,35.540478,4.677857,31.607143
dish_1560367980,421.465118,254.0,21.106911,47.243912,25.664904
dish_1563898813,626.508484,382.0,47.430229,11.959503,37.696037
dish_1565711570,603.827271,324.0,41.255486,34.236149,26.61869
dish_1563910276,375.94339,241.0,15.709352,11.068739,43.652462
dish_1558640074,60.32,116.0,0.232,16.24,0.348
dish_1551222363,62.099998,45.0,0.945,11.25,2.025
dish_1563308323,27.059999,66.0,0.132,6.6,0.594
dish_1550711973,16.52,59.0,0.236,3.127,1.298
dish_1558636928,16.02,89.0,0.178,3.471,0.801
dish_1562872182,41.539997,296.0,0.626,6.886,4.984
dish_1561999706,557.919983,502.0,26.950001,50.18,27.07
dish_1565107211,523.634644,799.0,13.528048,49.041954,47.71722
dish_1560802562,8.853207,5.0,0.49063,0.966137,0.247945
dish_1558722322,37.720001,92.0,0.184,9.2,0.828
dish_1558639876,68.18,215.0,0.529,15.370001,2.767
dish_1566838378,286.210022,482.0,7.972,49.073997,8.990001
dish_1551487779,58.0,40.0,2.4,0.6,8.4
dish_1551486217,141.419998,140.0,6.837,11.493,10.365
dish_1562169729,25.530136,50.0,0.639729,4.433764,1.674047
dish_1551491048,90.829994,118.0,6.606,5.945,4.48
dish_1566501258,12.0,30.0,0.03,2.7,0.33
dish_1563811439,137.319992,289.0,0.578,7.279,22.276001
dish_1566419546,306.436981,177.0,11.235999,37.687,13.904
dish_1557853229,195.929993,126.0,13.23,1.512,15.75
dish_1551392316,6.12,30.0,0.03,1.17,0.66
dish_1557937037,25.969999,49.0,0.343,5.88,0.588
dish_1565811287,16.51,127.0,0.254,2.794,1.905
dish_1551236521,445.798004,178.0,14.124001,48.341,29.990002
dish_1559843690,61.740002,134.0,0.342,14.05,1.751
dish_1562947409,103.190002,190.0,0.424,25.869999,1.184
dish_1563217993,279.708801,337.0,13.669605,15.832532,23.901834
dish_1561580322,44.25,76.0,1.228,6.672,2.662
dish_1558550079,73.839996,142.0,0.284,19.879999,0.426
dish_1561664013,280.443024,163.0,9.741618,8.592841,37.370922
dish_1563480534,797.566895,576.0,33.881702,35.512001,81.875473
dish_1558375506,73.839996,142.0,0.284,0.426,19.879999
dish_1559838214,43.279999,8.0,3.36,0.112,2.96
dish_1550773506,175.199997,122.0,11.85,5.644,11.54
dish_1566501153,1006.917969,419.0,83.761002,17.909,50.879002
dish_1568146905,20.719999,74.0,0.296,3.922,1.628
dish_1562008936,57.639999,131.0,2.751,5.633,4.192
dish_1562689645,302.431702,169.0,22.386829,4.59483,20.00634
dish_1550791822,124.799995,96.0,0.288,26.880001,2.592
dish_1567625392,208.233475,171.0,14.530067,18.900763,4.826312
dish_1550708221,41.610001,57.0,2.736,1.083,4.56
dish_1562613340,349.389069,189.0,23.076174,14.061036,22.696079
dish_1561578461,522.154663,392.0,23.320644,36.607651,40.893784
dish_1562010929,457.265839,405.0,27.095516,25.63044,29.310972
dish_1566501324,65.269997,113.0,2.926,10.038,1.051
dish_1550711788,96.150002,255.0,4.593,7.8,9.608
dish_1568404889,247.288361,219.0,4.835492,45.123398,6.240405
dish_1568143252,106.020744,91.0,9.121861,5.438138,2.433772
dish_1562946075,557.884033,297.0,41.737999,11.836,32.509998
dish_1562184628,444.01001,121.0,32.879997,0.602,35.41
dish_1558641108,96.62999,243.0,0.486,24.771,1.485
dish_1558376364,48.990002,71.0,0.142,12.780001,0.497
dish_1551134824,119.019997,150.0,1.113,23.689999,5.065
dish_1551135590,10.0,25.0,0.05,2.25,0.5
dish_1558640917,5.25,21.0,0.063,1.05,0.378
dish_1551303727,26.66,62.0,0.186,5.58,2.108
dish_1562872498,306.264984,320.0,9.317839,23.918306,35.153263
dish_1551141670,16.4,41.0,0.082,3.69,0.82
dish_1568316041,149.125931,149.0,12.696175,4.53204,7.439879
dish_1558459462,58.650002,85.0,0.17,15.3,0.595
dish_1560801041,432.244263,292.0,10.663426,63.245892,25.670122
dish_1565898544,181.954498,182.0,9.618723,8.612269,15.368443
dish_1563897047,66.040001,127.0,0.254,0.889,12.7
dish_1550772314,235.410004,239.0,10.299001,24.686001,11.17
dish_1560526552,359.240814,319.0,21.782129,28.019247,14.592025
dish_1562703408,311.209167,196.0,12.049189,32.833611,17.407734
dish_1563464670,384.175995,156.0,13.646,47.477001,18.148001
dish_1551564084,153.570007,150.0,8.064,11.067,10.498
dish_1558636582,530.551025,410.0,35.918999,45.948002,18.895
dish_1551233745,68.150002,47.0,2.82,0.705,9.87
dish_1551493883,6.15,15.0,0.03,1.5,0.135
dish_1558723512,15.99,39.0,0.078,3.9,0.351
dish_1551237558,226.869995,168.0,2.99,44.529999,6.951
dish_1550708366,67.07,170.0,3.149,6.175,5.513
dish_1558381084,36.57,53.0,0.106,9.54,0.371
dish_1568401018,587.709961,447.0,12.476,7.196,106.168007
dish_1551564221,31.720001,52.0,0.26,7.8,0.572
dish_1550773949,223.019989,285.0,0.754,55.550003,3.298
dish_1551492732,44.849998,39.0,4.173,2.457,0.312
dish_1551381321,108.100006,173.0,1.354,24.34,3.979
dish_1560443537,237.639999,411.0,0.913,60.169998,2.651
dish_1566500988,21.33,63.0,0.176,4.7,1.067
dish_1565379868,560.774963,434.0,22.945583,49.074287,38.934471
dish_1562172600,263.599976,370.0,6.02,16.43,30.68
dish_1565119439,465.412231,189.0,19.563423,42.858475,27.351355
dish_1564775147,327.810303,151.0,22.471354,5.23064,24.590466
dish_1550707504,125.800003,85.0,9.35,1.36,8.5
dish_1568217325,304.676147,106.0,25.899073,4.295527,13.315328
dish_1551565613,13.25,53.0,0.159,2.65,0.954
dish_1565640772,241.169998,191.0,5.148,2.862,43.658001
dish_1561574783,29.626781,24.0,2.815253,0.966312,0.575964
dish_1561737271,762.381958,520.0,45.844997,46.548996,40.999001
dish_1551564637,17.15,49.0,0.196,3.43,1.176
dish_1560444985,198.937866,264.0,10.095443,24.075623,5.127491
dish_1565640868,395.97998,406.0,13.601999,19.803999,49.051003
dish_1551373181,78.32,88.0,0.264,20.24,0.968
dish_1558114937,13.72,49.0,0.196,2.597,1.078
dish_1558379182,323.736023,56.0,27.720001,12.712,12.544001
dish_1558725226,19.75,79.0,0.237,3.95,1.422
dish_1563389413,34.649998,99.0,0.396,6.93,2.376
dish_1563826306,882.837463,312.0,48.949856,69.584892,44.391125
dish_1567538263,70.70092,56.0,4.997894,5.491088,1.873404
dish_1563305653,25.74,117.0,0.351,3.861,3.627
dish_1565035858,375.227997,531.0,6.709,23.677,55.419998
dish_1559245589,25.562342,52.0,0.615221,5.129289,0.462009
dish_1566330399,265.190887,126.0,15.224232,3.739511,25.7404
dish_1561579673,221.304153,360.0,7.60451,22.447077,18.344212
dish_1565640365,720.890137,623.0,22.447601,54.556591,75.069046
dish_1551226101,223.330002,165.0,2.745,46.409996,7.531
dish_1568132601,375.643982,246.0,22.993999,20.84,22.01
dish_1566333324,608.104553,476.0,22.253439,60.083378,43.063965
dish_1565378731,154.358154,207.0,4.243155,27.449049,4.422395
dish_1558628956,9.044001,14.0,0.476,0.448,0.854
dish_1558116090,30.940001,91.0,0.182,7.28,0.728
dish_1551493773,270.802002,162.0,20.455,12.198,10.977
dish_1559841091,163.423492,166.0,4.932,22.135,8.053
dish_1568061145,187.053268,196.0,6.978137,23.153978,7.411788
dish_1551379881,348.470001,166.0,27.412003,20.559999,11.422001
dish_1551137091,159.240005,60.0,2.52,25.380001,8.1
dish_1551488137,69.870003,77.0,2.458,3.28,9.010999
dish_1551223249,82.800003,60.0,1.26,15.0,2.7
dish_1560973936,75.243256,44.0,5.829186,6.022747,1.078271
dish_1567537422,109.319298,203.0,6.288338,12.18853,3.267302
dish_1561579576,78.00235,267.0,2.036824,14.455882,3.650353
dish_1551390341,147.100006,165.0,2.513,12.76,19.107
dish_1562007817,444.121399,391.0,15.101501,51.505577,26.162634
dish_1551565797,44.849998,39.0,4.173,2.457,0.312
dish_1550874191,92.190002,132.0,10.509,4.632,14.812
dish_1550770699,6.4,64.0,0.0,1.28,0.64
dish_1551377094,37.130001,79.0,0.079,9.48,0.711
dish_1564415293,78.479996,82.0,2.0,14.400001,0.8
dish_1563827482,894.521667,621.0,55.955669,24.548782,77.380013
dish_1562010315,671.106934,477.0,38.237114,19.743494,61.929153
dish_1551322577,37.130001,79.0,0.079,9.48,0.711
dish_1565811061,380.320007,324.0,7.762,9.06,65.801003
dish_1551390802,44.18,94.0,0.094,11.28,0.846
dish_1550861187,237.369995,335.0,0.945,60.200001,2.877
dish_1566402160,458.716125,697.0,8.670679,41.691624,47.006603
dish_1551237180,101.519997,216.0,0.216,25.92,1.944
dish_1562946106,578.963989,359.0,41.862,16.796,33.006001
dish_1562784266,131.804001,76.0,4.16,20.240002,4.884
dish_1565798617,197.705719,311.0,7.669836,18.51827,14.063784
dish_1551566236,155.070007,45.0,12.285,1.89,8.685
dish_1550785404,37.310001,91.0,0.182,9.1,0.819
dish_1551305168,31.679998,33.0,0.495,6.93,1.122
dish_1551317743,138.800003,181.0,0.642,30.68,5.33
dish_1564169254,161.75,201.0,6.802,20.425999,6.406
dish_1551237814,338.779999,158.0,13.132001,30.9,23.555
dish_1562874282,427.879974,469.0,44.081676,21.052488,46.001808
dish_1551486628,128.269989,127.0,8.976,13.307,1.88
dish_1560799407,220.901733,122.0,14.96129,10.166318,12.222573
dish_1558720289,20.0,80.0,0.24,4.0,1.44
dish_1558373492,888.22998,325.0,66.768997,42.290001,38.957001
dish_1558630737,22.25,89.0,0.267,4.45,1.602
dish_1559844490,108.360001,180.0,0.459,27.450001,1.359
dish_1559581333,415.946747,234.0,30.925364,4.350251,27.957258
dish_1550874267,92.190002,132.0,10.509,4.632,14.812
dish_1558720097,30.34,74.0,0.148,7.4,0.666
dish_1551135536,63.899998,71.0,9.23,0.0,13.064
dish_1563984771,582.809204,388.0,38.258389,17.855515,41.124001
dish_1568405499,562.269348,419.0,29.853746,26.507204,45.23914
dish_1563216659,190.057999,173.0,5.090516,4.554782,29.822712
dish_1558723568,179.618988,356.0,1.848,42.959999,3.879
dish_1561661500,374.775665,268.0,11.160464,42.275837,24.242857
dish_1558026623,29.880001,83.0,0.083,7.47,0.415
dish_1564170173,79.880005,176.0,3.677,11.610001,2.095
dish_1566851616,300.7789,248.0,11.60261,36.141609,14.512781
dish_1550777181,55.860001,98.0,0.294,13.72,0.686
dish_1561662190,117.318321,104.0,3.98708,18.392817,2.39816
dish_1565030350,62.585663,62.0,5.91621,2.292192,0.844501
dish_1560543557,87.869995,191.0,3.923,11.636001,3.353
dish_1558724992,456.699005,79.0,39.105,17.933001,17.696001
dish_1558373284,389.39801,113.0,30.849001,4.746,21.809
dish_1568405273,386.199768,288.0,21.990467,14.979709,32.076679
dish_1550712143,73.239998,211.0,0.986,15.141,3.254
dish_1551235868,83.659996,178.0,0.178,21.359999,1.602
dish_1563391375,84.283714,139.0,7.774208,5.039431,8.285326
dish_1562008429,94.465088,69.0,5.511408,1.765067,9.056995
dish_1562702044,44.034069,177.0,1.102068,7.411408,2.278431
dish_1551397752,84.150002,51.0,1.836,0.0,15.81
dish_1561060531,162.078995,177.0,4.101,26.291,6.733
dish_1566414862,94.470001,67.0,4.556,12.06,1.407
dish_1562774129,73.083549,77.0,2.898097,11.336127,1.539
dish_1560453132,142.09024,108.0,12.929943,5.810329,2.847845
dish_1565637578,197.301407,168.0,4.829733,18.116875,19.958797
dish_1559849466,467.613037,262.0,30.396,44.398998,14.468
dish_1559149688,281.454987,181.0,19.004999,2.172,22.625
dish_1558373639,5.6,20.0,0.08,1.06,0.44
dish_1551396629,48.800003,80.0,0.4,12.0,0.88
dish_1562602832,144.182281,188.0,5.482155,15.514251,9.786214
dish_1551236466,80.400002,20.0,6.6,0.26,5.0
dish_1558026714,129.839996,24.0,10.08,0.336,8.88
dish_1561578898,442.549774,267.0,19.157742,51.731304,17.11825
dish_1561739212,134.01001,214.0,0.325,23.797001,8.347
dish_1563565454,350.788818,322.0,22.686897,26.577688,22.234623
dish_1561404956,97.600792,82.0,2.638521,4.593264,13.654346
dish_1550710318,182.169998,158.0,3.366,8.179999,28.638
dish_1568315040,555.92041,400.0,32.094086,27.321146,41.118195
dish_1550778007,6.1,61.0,0.0,1.22,0.61
dish_1550859622,327.17804,144.0,21.368,15.198,17.483999
dish_1551491326,475.442017,192.0,35.541,5.58,31.621
dish_1565379827,150.530945,235.0,4.162645,27.104969,2.631936
dish_1564691420,212.347305,226.0,13.716616,22.601648,4.469414
dish_1551488324,46.0,40.0,4.28,2.52,0.32
dish_1561661377,306.333679,294.0,8.972795,11.854835,43.735157
dish_1565725095,121.720001,257.0,5.134,19.185001,3.149
dish_1558638844,80.079994,154.0,0.308,21.559999,0.462
dish_1558379273,227.436005,66.0,18.018,2.772,12.738
dish_1564761426,207.569,202.0,2.344,29.738001,15.059
dish_1550861703,251.519989,278.0,10.964,30.615997,10.466001
dish_1550873668,418.820007,195.0,21.198002,3.078,52.360001
dish_1562876645,220.774597,112.0,7.151315,15.845915,22.033455
dish_1559233570,16.83,51.0,0.153,4.08,0.357
dish_1551142547,189.929993,216.0,4.171,23.195,15.785
dish_1558113941,296.890015,78.0,24.862,12.834001,11.816001
dish_1563900205,262.261963,301.0,14.248585,21.506342,12.863122
dish_1561580278,23.32,53.0,1.113,2.279,1.696
dish_1563824065,15.51,66.0,0.242,2.882,0.968
dish_1550707357,92.480003,136.0,1.904,16.32,3.264
dish_1566316612,665.237,367.0,51.48386,24.176441,27.457708
dish_1551222982,13.3,38.0,0.152,2.66,0.912
dish_1551314927,142.099991,139.0,7.113,15.960001,7.775
dish_1558373687,306.694,89.0,24.297001,3.738,17.177
dish_1551488807,194.5,125.0,12.733001,18.540001,5.615
dish_1551389118,36.799999,23.0,3.45,2.07,0.46
dish_1562949494,68.545609,149.0,2.127585,12.325366,1.592659
dish_1562945499,454.508362,625.0,11.256931,65.264664,26.271181
dish_1550709129,370.170013,149.0,27.834,15.09,19.259998
dish_1564429843,395.729828,474.0,11.635026,52.371742,21.758062
dish_1565728634,436.406616,418.0,15.944897,41.951988,31.455549
dish_1564685144,26.1625,50.0,1.29875,3.4125,0.8775
dish_1550711129,121.360001,82.0,9.02,1.312,8.2
dish_1551237463,14.349999,41.0,0.164,2.87,0.984
dish_1565203094,898.019653,485.0,27.678381,37.98381,116.735558
dish_1560368162,41.639214,178.0,0.927059,7.774373,2.394216
dish_1559233055,25.194,39.0,1.326,1.248,2.379
dish_1562704528,148.903992,56.0,5.264,18.76,6.272
dish_1565884692,212.159988,408.0,0.816,2.856,40.799999
dish_1565031283,252.680466,116.0,14.387574,4.513725,23.91774
dish_1551565720,122.25,131.0,2.79,13.64,10.773
dish_1550862993,16.450001,35.0,0.035,4.2,0.315
dish_1558640593,60.32,116.0,0.232,16.24,0.348
dish_1562687554,409.334595,281.0,23.747805,42.104256,9.005127
dish_1561145732,19.698,67.0,0.067,5.025,0.402
dish_1560539314,165.738342,158.0,18.348402,6.327587,20.611412
dish_1558639221,24.5,98.0,0.294,4.9,1.764
dish_1551227280,4.9,49.0,0.0,0.98,0.49
dish_1559172356,313.103912,176.0,15.885429,6.928988,32.684391
dish_1551232748,170.290009,199.0,12.664,7.755001,26.374001
dish_1550792365,74.440002,175.0,0.362,18.219999,1.855
dish_1558110385,52.869999,34.0,3.57,0.408,4.25
dish_1550777713,21.08,62.0,0.124,4.96,0.496
dish_1550876416,159.470001,111.0,7.681001,7.23,16.559
dish_1562959344,5.54,44.0,0.019,1.146,0.383
dish_1563811639,217.139999,198.0,14.717999,7.392,13.662
dish_1562860723,87.909996,160.0,0.386,21.93,1.026
dish_1559232986,189.349991,35.0,14.7,0.49,12.95
dish_1561737176,403.182007,117.0,31.941,4.914,22.581001
dish_1567537280,733.018555,404.0,34.708237,51.064735,51.275162
dish_1561578188,57.990978,201.0,1.453176,10.810784,2.82298
dish_1562180089,851.298767,437.0,57.796677,19.00104,60.67337
dish_1567022251,111.910004,254.0,4.126,18.481001,2.959
dish_1551136396,199.589996,170.0,13.434,12.315001,12.021999
dish_1551493698,66.699997,58.0,6.206,3.654,0.464
dish_1550770616,125.800003,85.0,9.35,1.36,8.5
dish_1566850031,616.771973,662.0,19.197001,25.780001,84.644997
dish_1566933401,27.052683,79.0,2.080976,1.69561,1.156098
dish_1551222833,75.970001,104.0,0.749,16.02,3.554
dish_1551391505,327.779999,54.0,29.160002,11.339999,10.8
dish_1560357832,181.351425,82.0,10.603177,17.474182,4.632458
dish_1562875870,256.946411,233.0,17.797087,26.566978,21.725405
dish_1562690886,20.611706,37.0,1.046829,2.526829,0.866341
dish_1551564456,102.800003,140.0,6.094,13.247999,1.204
dish_1551565425,15.75,45.0,0.18,3.15,1.08
dish_1563302345,265.855438,215.0,7.567317,5.092874,43.001171
dish_1551395766,90.68,118.0,0.212,20.57,1.964
dish_1566923060,515.820007,248.0,34.609001,33.981998,18.783001
dish_1558462036,2.99,13.0,0.052,0.468,0.377
dish_1558637247,117.770996,111.0,2.664,24.42,3.441
