dish_id,total_carb
dish_1560366389,1.529994
dish_1561392632,19.517466
dish_1551136769,12.812
dish_1566499686,35.915737
dish_1551375443,14.42
dish_1563563348,12.092001
dish_1558629818,6.129
dish_1551303168,0.11
dish_1563221443,27.519999
dish_1550770751,8.559999
dish_1568320296,28.475
dish_1558116399,1.325
dish_1562875211,34.446999
dish_1561492519,52.377998
dish_1563304333,26.73476
dish_1558723719,9.08
dish_1567714839,13.081
dish_1560798744,39.889
dish_1558113304,23.957001
dish_1551222472,0.792
dish_1550771191,0.21
dish_1551235109,24.957001
dish_1551123455,21.57
dish_1563308428,28.675205
dish_1558630932,32.048
dish_1551379252,4.13
dish_1563911255,24.054247
dish_1563813833,3.234
dish_1562775373,2.312
dish_1559242221,25.878
dish_1566332193,18.466
dish_1563295292,0.308
dish_1567106794,1.695728
dish_1562691566,6.886634
dish_1551136610,11.75
dish_1564589025,8.956099
dish_1558458847,20.02
dish_1559242324,3.78
dish_1558632130,7.92
dish_1551379379,14.702
dish_1562787783,12.592723
dish_1551228438,20.779999
dish_1567022383,21.214001
dish_1551324010,14.752
dish_1551394781,0.684
dish_1550704750,0.0
dish_1563822636,10.662965
dish_1560442450,5.364
dish_1551373738,28.936001
dish_1566923004,10.313999
dish_1558115512,5.292
dish_1564588533,2.954
dish_1558544427,1.236
dish_1561749664,6.377819
dish_1565897617,9.717452
dish_1551135718,5.446
dish_1561665671,23.98
dish_1558113204,7.037
dish_1560356523,1.288
dish_1559332487,3.822
dish_1558628888,0.864
dish_1561749016,17.086405
dish_1564601569,31.273438
dish_1568044581,32.404121
dish_1560787781,17.164
dish_1563205982,54.792
dish_1550775273,3.99
dish_1558723818,23.539999
dish_1561480414,16.316
dish_1565032714,24.396652
dish_1561049435,13.217999
dish_1561407208,0.892834
dish_1559062051,13.320001
dish_1562169762,6.993764
dish_1563826223,5.146894
dish_1558031019,30.423998
dish_1564589308,28.980001
dish_1558379391,28.863998
dish_1551390474,0.969
dish_1550773839,11.06
dish_1561752035,26.458132
dish_1550708152,4.012
dish_1560444592,19.757999
dish_1562958775,29.460529
dish_1565813446,5.9888
dish_1558468494,2.618
dish_1550707056,4.914
dish_1561567053,6.612
dish_1551395396,0.78
dish_1567525712,32.97702
dish_1551378054,10.5
dish_1561576483,17.269756
dish_1561060503,22.781
dish_1551381730,8.61
dish_1551324284,6.214
dish_1550876376,3.72
dish_1558721980,6.32
dish_1563897369,23.020489
dish_1561049409,8.418
dish_1558460908,39.632
dish_1550790874,0.0
dish_1551565096,8.934999
dish_1551324180,5.9
dish_1550792143,5.04
dish_1567714745,1.696
dish_1551303770,0.168
dish_1559593646,4.05874
dish_1550711688,1.54
dish_1558640267,16.560001
dish_1562688382,2.13
dish_1562774475,13.518001
dish_1561739576,15.120001
dish_1550777646,3.71
dish_1550712403,0.325
dish_1551565909,17.257
dish_1562603842,60.725197
dish_1563908996,15.449356
dish_1563305722,9.579062
dish_1558642490,14.1
dish_1551224380,12.267
dish_1558724689,3.95
dish_1551375142,11.48
dish_1560441288,5.668
dish_1559243974,47.433929
dish_1567789154,4.662
dish_1565898590,16.11227
dish_1558718974,16.570999
dish_1566590566,8.613251
dish_1551492287,3.1
dish_1565207662,12.175006
dish_1551307013,11.48
dish_1563897794,14.14
dish_1550778355,3.69
dish_1558030724,4.636
dish_1563294575,72.021111
dish_1565207631,8.169447
dish_1551494147,36.071999
dish_1562688552,30.278002
dish_1551141747,15.190001
dish_1559675146,4.19
dish_1564690085,22.279419
dish_1559668016,41.743
dish_1551492908,0.0
dish_1558640190,4.64
dish_1551223394,38.502003
dish_1565640195,4.86
dish_1550774895,40.98
dish_1550861458,15.402
dish_1566590987,8.976191
dish_1560356355,28.402531
dish_1568665052,17.310337
dish_1562959295,0.646
dish_1561406789,39.572407
dish_1562960472,16.591
dish_1563308386,24.200394
dish_1562687274,13.517261
dish_1551397629,14.054999
dish_1561665378,15.4
dish_1551323035,23.33
dish_1565640723,2.862
dish_1550712839,15.851999
dish_1559925174,21.700001
dish_1550874829,2.34
dish_1550713423,1.64
dish_1568664972,11.029653
dish_1567019993,4.87714
dish_1565811335,19.854195
dish_1563476267,25.398001
dish_1563824377,12.238
dish_1558115764,0.392
dish_1563382987,19.196491
dish_1567110631,27.507641
dish_1564685360,4.989798
dish_1568666000,25.612118
dish_1562687299,18.46726
dish_1561665422,24.421902
dish_1565798591,6.33827
dish_1551392884,6.09
dish_1550875168,0.0
dish_1563302315,2.079
dish_1563220802,13.352823
dish_1560442303,30.082001
dish_1551381365,7.2
dish_1566591022,11.78919
dish_1562691613,33.667633
dish_1562872662,5.005394
dish_1563563264,2.767
dish_1559843185,15.219999
dish_1563389719,21.484001
dish_1559841870,30.551998
dish_1551392557,6.36
dish_1562691645,35.017635
dish_1559843222,27.460001
dish_1551237498,32.0
dish_1568132521,19.441999
dish_1550797753,11.73
dish_1558109945,0.429
dish_1550796794,17.559999
dish_1561405864,12.694054
dish_1565711326,49.627357
dish_1561576257,20.493
dish_1562007739,2.795
dish_1563304301,23.621746
dish_1563216689,13.58478
dish_1561480391,15.82
dish_1563389114,11.310716
dish_1563813436,25.07654
dish_1566847454,20.658922
dish_1550861388,7.31
dish_1561060477,22.055
dish_1562617446,35.139999
dish_1558725829,64.110001
dish_1565987269,15.075001
dish_1560961012,28.613001
dish_1558027243,24.698
dish_1551396678,0.858
dish_1568144879,22.369692
dish_1558636813,15.84
dish_1550706283,31.116001
dish_1562959517,5.974161
dish_1561753168,5.432957
dish_1551492506,2.835
dish_1566413321,2.196
dish_1561746876,3.307017
dish_1564775182,13.835518
dish_1565194852,51.367619
dish_1565204855,9.310905
dish_1562788732,2.814716
dish_1551391379,6.4
dish_1559059992,16.92
dish_1551228551,0.825
dish_1558122583,10.37
dish_1568144954,24.261692
dish_1559245697,36.953289
dish_1550776907,24.049999
dish_1560961261,10.294001
dish_1558548666,21.0
dish_1562085185,28.83
dish_1565208637,32.110229
dish_1566402095,32.411625
dish_1566501012,10.811
dish_1567023296,4.171472
dish_1562956486,2.698
dish_1551124723,12.724
dish_1550773284,15.776
dish_1551399151,7.536
dish_1558722780,31.532999
dish_1561492447,17.855999
dish_1558640008,27.812
dish_1561737200,5.929
dish_1566844766,7.052
dish_1564691380,18.35
dish_1561574215,4.701405
dish_1558721636,35.818001
dish_1563568003,4.327132
dish_1566402197,47.151623
dish_1558373449,16.344
dish_1558379128,9.54
dish_1558641897,24.200001
dish_1562702441,28.234667
dish_1561996893,35.662926
dish_1562945779,4.463193
dish_1562085604,59.220001
dish_1558462228,4.76
dish_1558639045,24.200001
dish_1558632445,20.657
dish_1566317775,47.183998
dish_1558115915,2.478
dish_1562617470,37.176857
dish_1558378634,44.301998
dish_1563476646,21.653313
dish_1558719298,10.441999
dish_1559332418,10.669066
dish_1550791214,22.68
dish_1563309285,6.603
dish_1560888893,17.087454
dish_1562184604,0.0
dish_1550789860,22.960001
dish_1560370804,4.74
dish_1561577198,25.3207
dish_1558548958,0.36
dish_1559589902,2.64
dish_1565813386,2.964
dish_1550862190,6.72
dish_1563823292,7.701827
dish_1565379788,9.962658
dish_1567525681,32.837017
dish_1565194752,25.826488
dish_1562096372,6.515386
dish_1551564577,11.25
dish_1551225067,11.5
dish_1560529825,13.115999
dish_1562774504,17.166
dish_1562872945,30.387449
dish_1563207301,24.168999
dish_1567789256,9.403199
dish_1550860858,17.389999
dish_1561999287,6.146341
dish_1564429235,26.621544
dish_1561579824,2.611722
dish_1551374831,0.182
dish_1567711356,29.009785
dish_1551226049,46.409996
dish_1560443607,67.547005
dish_1562012076,100.683945
dish_1561577083,12.395
dish_1551124062,0.896
dish_1562605352,6.608414
dish_1558109714,8.399
dish_1560442279,28.882
dish_1559846034,2.24
dish_1551233403,5.182
dish_1562086740,3.374
dish_1561574974,8.792157
dish_1564590190,40.652782
dish_1558468285,2.332
dish_1558725049,9.0
dish_1561579505,6.3
dish_1558721380,4.173
dish_1558724005,7.44
dish_1565640842,14.953
dish_1550779388,22.596001
dish_1551379045,26.019001
dish_1550772753,4.284
dish_1561665626,10.78
dish_1562945900,42.813194
dish_1564000202,49.915001
dish_1551563370,1.6
dish_1562947885,56.340004
dish_1566316496,2.431224
dish_1558641416,12.32
dish_1550795856,11.4
dish_1551486680,13.306999
dish_1558630649,49.419998
dish_1563393244,11.570667
dish_1558632475,24.639999
dish_1550862036,12.728
dish_1558721827,59.541
dish_1559235639,8.24
dish_1562860045,1.918
dish_1561576212,18.540001
dish_1565118067,41.417
dish_1562168399,32.619999
dish_1551318603,14.88
dish_1567110556,7.109585
dish_1558635933,7.84
dish_1563550922,0.126
dish_1551566464,2.25
dish_1550797031,4.012
dish_1559245654,30.703999
dish_1563823814,4.275406
dish_1559158263,1.328679
dish_1558546918,15.12
dish_1551141931,4.96
dish_1550707236,20.304001
dish_1560799113,12.21
dish_1568144643,10.798034
dish_1558629398,4.352
dish_1565107143,31.671951
dish_1560441464,7.0
dish_1551221892,20.15
dish_1562611580,16.0
dish_1563389079,10.105691
dish_1561752449,14.237979
dish_1551225764,23.455
dish_1551232936,3.15
dish_1559846450,30.551998
dish_1561393619,21.104
dish_1562947376,9.49
dish_1563205877,1.05
dish_1563910106,8.096603
dish_1566591048,12.67119
dish_1561663035,33.165001
dish_1560787696,0.098
dish_1565107066,1.376
dish_1561481577,0.518
dish_1561737839,51.799999
dish_1563827060,18.425001
dish_1562010085,11.446744
dish_1556575124,0.952
dish_1561748950,14.045125
dish_1562097624,12.609709
dish_1551492252,3.78
dish_1561996428,62.80088
dish_1565721800,6.669
dish_1550796152,41.360001
dish_1561999355,14.452762
dish_1551377388,8.05
dish_1561405887,15.94918
dish_1551377135,0.627
dish_1561665747,68.086182
dish_1561999332,12.260761
dish_1551381249,6.39
dish_1551492590,7.446
dish_1562168450,44.834999
dish_1550874153,1.3
dish_1561406762,3.452406
dish_1558642420,9.5
dish_1550781372,20.094
dish_1559845637,20.57
dish_1558372695,1.806
dish_1550772454,4.55
dish_1562173111,68.459999
dish_1563813806,1.092
dish_1559678629,6.143951
dish_1566587958,8.818713
dish_1565024707,2.894
dish_1550795331,39.48
dish_1568060746,12.233
dish_1558719514,49.695995
dish_1561060976,14.35657
dish_1550779219,10.64
dish_1558457577,1.332
dish_1558721323,7.44
dish_1566332116,11.356
dish_1551485983,8.55
dish_1558115320,6.81
dish_1558639752,32.438004
dish_1551324246,0.196
dish_1551382115,12.88
dish_1563222745,15.36
dish_1566587689,15.383455
dish_1550862349,51.060001
dish_1561393550,5.984
dish_1558635865,4.18
dish_1559845370,21.51
dish_1558458438,0.504
dish_1561575506,23.645262
dish_1550774244,23.460001
dish_1564589072,31.756098
dish_1567789190,7.1692
dish_1558723096,3.3
dish_1560444616,24.958
dish_1562774346,4.186286
dish_1566246972,32.858715
dish_1558635962,2.043
dish_1558115641,41.082001
dish_1565972363,3.899
dish_1561392570,16.931465
dish_1550778856,0.168
dish_1551378397,7.68
dish_1551139066,0.435
dish_1564415571,25.21866
dish_1559319902,2.21
dish_1561752970,31.769815
dish_1562698132,7.157575
dish_1566849208,3.71
dish_1561663990,3.293709
dish_1550710664,1.42
dish_1551567396,4.795
dish_1562859116,1.568
dish_1550773038,4.13
dish_1561662501,21.929186
dish_1561999309,11.840761
dish_1551226442,18.01
dish_1550875058,11.35
dish_1560444785,38.66
dish_1561996554,7.13
dish_1566588016,23.614738
dish_1568313527,4.577
dish_1560527950,5.852
dish_1551322652,5.85
dish_1551374155,9.450001
dish_1551222791,16.02
dish_1551392752,6.0
dish_1562789207,18.425001
dish_1558717886,19.879999
dish_1563811412,1.519
dish_1551228715,17.475
dish_1551135767,5.446
dish_1562960437,12.42
dish_1551566083,5.16
dish_1561666619,9.360001
dish_1551225155,33.360001
dish_1550792315,18.219999
dish_1551133870,4.96
dish_1562862550,29.103001
dish_1562613045,18.285999
dish_1558378516,24.120001
dish_1558463113,14.696001
dish_1562687527,18.88726
dish_1562861103,1.899394
dish_1565727765,5.237
dish_1562959103,43.194996
dish_1561749818,16.991819
dish_1561576618,8.419776
dish_1558463362,4.524
dish_1563567372,81.629341
dish_1561404438,6.257735
dish_1558380527,4.704
dish_1551377316,0.134
dish_1558725734,7.5
dish_1560787817,44.568001
dish_1567801716,12.73
dish_1551323662,16.837999
dish_1562790224,7.830093
dish_1551237710,0.0
dish_1550875400,7.188
dish_1551563925,0.615
dish_1551225106,33.360001
dish_1550772270,24.686001
dish_1550785292,2.385
dish_1551399449,25.939999
dish_1556575273,10.618
dish_1559675101,2.79
dish_1565210009,35.541317
dish_1560455224,28.741323
dish_1563563492,21.364147
dish_1564159588,3.405
dish_1562704616,23.763105
dish_1551492666,0.779
dish_1551225501,34.998001
dish_1566329203,18.85
dish_1562008695,3.6
dish_1568319725,2.241285
dish_1558641211,0.8
dish_1561491121,1.182557
dish_1566230377,42.874001
dish_1558723894,68.302002
dish_1551567694,7.8
dish_1559240089,51.542568
dish_1551323309,8.48
dish_1560270585,11.256
dish_1558379876,32.146
dish_1551488572,4.83
dish_1562611649,20.045015
dish_1559838279,14.952001
dish_1563566674,9.706854
dish_1567107049,11.454
dish_1551228930,3.24
dish_1558637896,22.140001
dish_1558719215,3.744
dish_1568233444,2.014
dish_1550797791,19.098
dish_1558721559,9.2
dish_1551399100,7.536
dish_1551395269,5.964
dish_1566242066,2.52
dish_1563305321,6.608891
dish_1558630600,19.879999
dish_1566328894,29.815001
dish_1550712622,13.5
dish_1567022147,7.746
dish_1559841023,1.38
dish_1551392654,8.582
dish_1565210073,49.916317
dish_1562861125,3.194394
dish_1564171970,33.298721
dish_1566931674,23.140001
dish_1560454513,3.293843
dish_1560270630,29.436001
dish_1558115601,18.870001
dish_1551374021,11.9
dish_1562871448,48.992832
dish_1558029923,38.301998
dish_1551393069,17.639999
dish_1565194684,2.646
dish_1551314496,6.6
dish_1550708556,1.072
dish_1563813221,3.369661
dish_1561997900,10.8
dish_1563309315,13.225592
dish_1551381555,16.177999
dish_1560443437,28.559999
dish_1550771606,6.72
dish_1551139576,13.14
dish_1562963583,17.16
dish_1565107119,24.603952
dish_1551379922,20.560001
dish_1563553756,14.047483
dish_1565119642,4.953
dish_1551377874,34.719997
dish_1564429184,18.786001
dish_1562950018,25.560001
dish_1566502061,33.701878
dish_1558639167,21.559999
dish_1551565321,10.167
dish_1558719040,7.52
dish_1550875293,0.468
dish_1551493159,4.032
dish_1567801748,16.373152
dish_1559844063,36.559998
dish_1559848857,6.89
dish_1551124221,1.072
dish_1550796058,11.62
dish_1551568200,9.38
dish_1558640705,24.737
dish_1560799368,1.962151
dish_1563911156,5.319837
dish_1558725621,23.760002
dish_1563464627,46.345001
dish_1565898511,4.938
dish_1564159543,1.053
dish_1563812535,3.038
dish_1559149650,6.4
dish_1561575300,9.163404
dish_1551323794,8.01
dish_1551375981,3.85
dish_1568048053,10.333097
dish_1561575274,4.303404
dish_1564073716,11.192709
dish_1566934455,39.282497
dish_1563395374,21.049206
dish_1562012048,47.483944
dish_1566413419,11.296
dish_1551225666,0.825
dish_1558115282,0.432
dish_1551377828,34.720001
dish_1562095283,11.772673
dish_1560541706,6.250251
dish_1551375650,0.976
dish_1551122952,16.685999
dish_1550712729,3.864
dish_1565798558,5.533271
dish_1562690047,2.514018
dish_1563206562,15.203773
dish_1559158425,0.468
dish_1551563400,6.766
dish_1558379588,0.429
dish_1551221853,4.85
dish_1561654732,12.24
dish_1567110519,3.697084
dish_1565725071,16.572001
dish_1550793192,10.22
dish_1551139764,8.883
dish_1562702379,9.873425
dish_1550772551,15.45
dish_1566413388,6.886
dish_1563813360,15.21166
dish_1560974769,844.568604
dish_1559925083,16.966999
dish_1551317589,7.68
dish_1550861670,1.536
dish_1561134156,28.776001
dish_1550779336,22.596001
dish_1551319895,15.48
dish_1568233478,2.014
dish_1559240875,30.855999
dish_1565209922,25.567343
dish_1564169197,8.95
dish_1561060448,13.735001
dish_1551492762,8.936
dish_1565811390,21.70455
dish_1551567004,4.806
dish_1551381404,8.639999
dish_1565809033,16.746
dish_1563389446,10.055328
dish_1568233403,2.014
dish_1558628339,0.182
dish_1560356627,6.92
dish_1562785159,15.681798
dish_1560455179,12.081323
dish_1568056258,16.415001
dish_1558637351,21.559999
dish_1562875273,39.235752
dish_1551489885,0.45
dish_1565118096,49.997002
dish_1558116260,17.025
dish_1551235759,21.580999
dish_1550774815,7.98
dish_1563986093,14.228001
dish_1551563294,1.764
dish_1562690144,8.460017
dish_1559751744,10.704
dish_1551306339,23.296001
dish_1563207389,37.936996
dish_1567537387,7.681212
dish_1567022338,19.279001
dish_1550706237,21.15
dish_1560368815,21.281317
dish_1563206409,4.392429
dish_1563208094,24.817924
dish_1564774773,6.146341
dish_1550775126,40.98
dish_1551378490,25.874001
dish_1565031338,8.770726
dish_1560961179,1.664
dish_1563551397,10.936724
dish_1564518850,29.155001
dish_1550862681,16.658001
dish_1565797699,20.419321
dish_1561996750,7.74
dish_1568060646,6.473001
dish_1559845018,29.681999
dish_1562183175,32.917038
dish_1564083534,13.395
dish_1565382969,2.052
dish_1550712913,1.216
dish_1559846311,30.551998
dish_1565810205,4.217971
dish_1551378099,5.85
dish_1556575499,10.618
dish_1562945851,17.553192
dish_1567106594,3.432
dish_1551235171,0.742
dish_1561661972,2.73
dish_1558722906,19.799999
dish_1550876249,0.0
dish_1557853314,27.341999
dish_1560366998,9.648001
dish_1551374982,18.822001
dish_1550862908,6.72
dish_1567714934,19.838001
dish_1564777986,21.323952
dish_1568132561,19.736
dish_1566242234,15.791
dish_1563565683,2.142221
dish_1558459528,2.496
dish_1551377782,15.24
dish_1550796763,17.559999
dish_1567629129,46.143002
dish_1551565464,5.04
dish_1565981769,4.636088
dish_1551124157,11.892
dish_1558549086,16.15
dish_1551376850,10.92
dish_1550712877,15.851999
dish_1562945131,4.57561
dish_1562784242,10.56
dish_1564685406,7.318961
dish_1562611878,28.178411
dish_1563381486,27.036001
dish_1560543505,9.771001
dish_1559844928,14.62
dish_1551389551,732.300049
dish_1563555100,7.712
dish_1562945332,18.078327
dish_1558721700,4.48
dish_1561146781,63.77
dish_1564601470,3.723
dish_1551141892,0.954
dish_1551378829,1.209
dish_1559246053,63.925999
dish_1563996656,15.655681
dish_1566931548,15.525999
dish_1561661552,46.265839
dish_1562009314,17.291681
dish_1561392459,11.667999
dish_1550771562,10.599999
dish_1561480460,25.524
dish_1562094694,7.249883
dish_1565895808,6.75675
dish_1560888817,6.12
dish_1551225609,8.68
dish_1563475826,18.959999
dish_1563550950,1.458
dish_1562959700,16.89098
dish_1558458541,11.577
dish_1567785130,9.08029
dish_1563567319,12.98934
dish_1561737776,56.017002
dish_1566330466,25.28451
dish_1551222527,3.0
dish_1563464457,16.837999
dish_1550788957,5.168
dish_1559925037,0.14
dish_1566328961,39.994911
dish_1562602627,25.251999
dish_1564589366,30.289001
dish_1558638246,7.76
dish_1551374189,20.440001
dish_1564170923,28.582855
dish_1558113255,7.2
dish_1565987054,2.304
dish_1551486108,0.675
dish_1551490469,1.6
dish_1559678457,29.983656
dish_1558722685,6.08
dish_1560357792,16.35
dish_1561739719,74.616135
dish_1561748862,3.425125
dish_1551225836,39.149998
dish_1551314163,17.34
dish_1559842409,24.451
dish_1562173411,5.39
dish_1563468776,4.0
dish_1558723742,40.23
dish_1560455000,2.725
dish_1562010821,3.826643
dish_1551135415,34.935001
dish_1567526814,34.331001
dish_1560527070,11.73
dish_1559590130,1.521
dish_1568047973,6.620098
dish_1551236417,0.705
dish_1551375747,7.116
dish_1565627800,13.966903
dish_1560800836,54.399998
dish_1551379408,14.702
dish_1562086037,16.940001
dish_1550777256,28.809999
dish_1568405466,17.452278
dish_1551324331,6.214
dish_1558639673,3.471
dish_1560367116,12.151617
dish_1568141951,46.520969
dish_1565711154,14.237548
dish_1551227325,14.039
dish_1564073641,9.131708
dish_1566414891,16.049046
dish_1562876674,30.065914
dish_1558028690,5.94
dish_1565987142,11.889
dish_1560874751,58.687004
dish_1551233802,9.66
dish_1550781347,20.094
dish_1563393341,5.196334
dish_1562959379,3.778441
dish_1559240256,3.78
dish_1550708280,1.08
dish_1562959485,2.311412
dish_1562170236,42.478001
dish_1567714875,14.635
dish_1568132484,18.76
dish_1563820806,10.491399
dish_1551224089,0.957
dish_1567801520,53.029022
dish_1559239985,30.855999
dish_1563477659,4.611115
dish_1567526888,51.193001
dish_1558030832,21.167999
dish_1565798531,2.255222
dish_1551317350,32.5
dish_1551382060,7.8
dish_1563555160,21.797338
dish_1564777933,13.065001
dish_1551136043,0.615
dish_1551566316,12.204
dish_1559062082,22.046001
dish_1566417475,15.766476
dish_1565119493,46.864986
dish_1551122844,0.252
dish_1566402232,54.081619
dish_1560887435,44.367718
dish_1551304456,11.66
dish_1551233633,21.650002
dish_1558641358,4.85
dish_1558724853,10.620001
dish_1562008476,6.287506
dish_1563207277,23.700001
dish_1550797094,3.36
dish_1563812508,1.519
dish_1558723015,7.6
dish_1551306290,5.67
dish_1568055963,2.016
dish_1559244417,2.375517
dish_1551381208,3.55
dish_1562615283,3.265865
dish_1550790554,5.466
dish_1562180025,12.93051
dish_1562872432,20.299112
dish_1562686548,20.892
dish_1559240216,2.9
dish_1562184705,13.052526
dish_1550771869,9.24
dish_1550778435,5.12
dish_1551233345,0.54
dish_1551233491,3.55
dish_1566934366,11.055
dish_1561134102,6.156
dish_1568229399,5.405974
dish_1562949515,13.565366
dish_1568318286,6.095
dish_1551228971,12.190001
dish_1565727921,27.247999
dish_1563568148,6.509641
dish_1565119698,13.186614
dish_1564428404,6.298835
dish_1550859356,2.436
dish_1550873218,3.51
dish_1550862495,3.808
dish_1560453150,8.12033
dish_1562946006,6.288
dish_1565725156,24.225
dish_1562096907,13.237985
dish_1561749778,15.89182
dish_1562775110,25.380001
dish_1565641943,45.636108
dish_1550710577,9.103001
dish_1562168427,33.494999
dish_1563567599,6.482199
dish_1551563723,7.28
dish_1551232973,20.700001
dish_1551228630,16.65
dish_1561481634,27.759998
dish_1558632233,23.712
dish_1551378291,1.404
dish_1565383159,14.009
dish_1551237527,44.529999
dish_1550773349,0.168
dish_1550778981,1.38
dish_1551138237,27.547001
dish_1560441247,0.374
dish_1562775047,60.52
dish_1551225381,15.54
dish_1568660810,15.04
dish_1563468240,23.941999
dish_1561049320,0.266
dish_1551375715,6.08
dish_1562691383,20.58
dish_1561575192,11.167095
dish_1551228396,0.62
dish_1558115960,8.67
dish_1551139260,0.795
dish_1561661449,12.695836
dish_1565207694,15.58964
dish_1568318361,9.174999
dish_1551376933,29.700001
dish_1551233313,0.792
dish_1550789186,3.01
dish_1562788032,12.60999
dish_1551314560,16.368999
dish_1567106620,8.652
dish_1550773771,8.84
dish_1558723982,11.577
dish_1551314290,3.72
dish_1561749908,22.846836
dish_1560444637,25.587999
dish_1562789301,68.411819
dish_1559235771,21.762001
dish_1561753203,7.747137
dish_1558114441,3.15
dish_1566851115,4.183183
dish_1559590005,39.46653
dish_1551492935,1.095
dish_1551391257,0.0
dish_1550771487,1.12
dish_1559668272,30.879999
dish_1565972628,7.452
dish_1551567992,10.339
dish_1562096343,1.24
dish_1557861837,4.46
dish_1565382762,36.289688
dish_1550712459,1.862
dish_1551137173,0.636
dish_1565984299,18.693933
dish_1565109659,17.760319
dish_1558722636,7.5
dish_1565034281,32.330002
dish_1561575977,15.375612
dish_1551123633,21.57
dish_1563304369,27.775938
dish_1550777791,11.05
dish_1562876709,32.045166
dish_1558632921,21.700001
dish_1563465847,6.684
dish_1551374895,3.64
dish_1558109986,3.15
dish_1558722665,3.0
dish_1558028606,4.94
dish_1565208611,9.719893
dish_1551390528,3.15
dish_1560367085,10.636
dish_1561753432,16.882177
dish_1561492703,10.046018
dish_1561663786,9.68
dish_1562170207,38.830002
dish_1558629488,3.2
dish_1565808943,2.886
dish_1562790259,7.921093
dish_1558380058,8.172
dish_1559844030,6.16
dish_1551223311,0.66
dish_1550793023,6.32
dish_1559845745,51.121998
dish_1565024741,10.634001
dish_1560456814,31.46323
dish_1567020340,11.47317
dish_1551236621,0.0
dish_1550711746,7.8
dish_1562173200,26.16419
dish_1560798854,50.673687
dish_1562777068,10.770336
dish_1564690038,16.200001
dish_1563822546,3.784
dish_1558640808,2.6
dish_1566923030,33.673996
dish_1565640227,40.380001
dish_1558122740,22.625002
dish_1561746912,27.373018
dish_1563217895,3.975292
dish_1550781280,4.76
dish_1562950934,27.527805
dish_1568143288,10.058138
dish_1551122493,10.559999
dish_1567108037,18.422499
dish_1561575951,14.913611
dish_1551223346,38.502003
dish_1550712556,1.26
dish_1551234017,2.79
dish_1551392833,2.88
dish_1565031376,13.420726
dish_1565972674,9.929046
dish_1566413356,2.196
dish_1568047932,3.756098
dish_1564429270,30.81835
dish_1562173267,18.188
dish_1562700760,16.083405
dish_1564432128,21.601864
dish_1551389176,1.024
dish_1551493236,10.08
dish_1561392543,12.171466
dish_1565021714,39.628197
dish_1562096933,16.597986
dish_1559590157,5.047
dish_1558630450,22.5
dish_1560367258,17.011694
dish_1551492093,3.795
dish_1551391586,15.241999
dish_1551226840,0.0
dish_1558722871,3.0
dish_1561997401,29.427999
dish_1560527168,24.775576
dish_1551567731,2.331
dish_1562875159,32.34
dish_1556575014,3.906
dish_1563820775,7.074
dish_1551224283,5.35
dish_1551566421,4.95
dish_1560798656,36.18
dish_1558116547,0.432
dish_1558721345,3.9
dish_1566937992,34.84
dish_1558725286,40.704002
dish_1559240510,15.542887
dish_1565382995,4.072
dish_1566501067,12.239
dish_1551379478,16.1
dish_1558639979,20.43
dish_1551564016,7.68
dish_1560529804,3.876
dish_1551488737,5.76
dish_1557863056,4.23
dish_1551394835,4.05
dish_1551493680,6.36
dish_1551374222,41.790001
dish_1565210037,42.821316
dish_1559240382,4.142887
dish_1568060722,12.233
dish_1562603569,8.625269
dish_1550859578,15.198
dish_1565726949,22.201359
dish_1550778922,6.3
dish_1561741139,0.28
dish_1563218987,17.969845
dish_1550874729,10.540001
dish_1563824130,21.762623
dish_1558640145,42.099998
dish_1550790042,22.960001
dish_1551134622,10.25
dish_1558115047,7.566
dish_1566402123,38.491623
dish_1558630488,7.04
dish_1559678367,9.819608
dish_1551232686,0.735
dish_1551391122,24.550999
dish_1562945186,17.336327
dish_1564170283,31.982321
dish_1563217774,15.4723
dish_1551134208,17.922001
dish_1558380152,0.429
dish_1560799277,14.73
dish_1551566642,1.4
dish_1563206601,17.494774
dish_1562614088,4.69
dish_1565711115,2.387
dish_1550795497,55.330002
dish_1551318183,9.009999
dish_1559238608,61.203999
dish_1563220087,19.859999
dish_1565209963,33.016068
dish_1565194781,31.547619
dish_1568404850,29.9
dish_1565024675,1.054
dish_1568144774,6.115691
dish_1562614921,13.541164
dish_1564686791,40.114346
dish_1559593746,9.556887
dish_1565382886,54.863914
dish_1563391333,2.716646
dish_1562775241,28.08
dish_1558459664,48.411999
dish_1550772849,27.653999
dish_1568666263,19.77
dish_1562691466,27.777901
dish_1567107989,10.88412
dish_1559590202,22.757
dish_1566332085,4.3
dish_1551399340,10.5
dish_1561996084,0.532
dish_1563378344,53.193001
dish_1561996612,24.637999
dish_1551228355,7.0
dish_1562774980,24.119999
dish_1565638365,36.632473
dish_1550793245,36.419998
dish_1568141915,42.07793
dish_1563823359,11.550248
dish_1551399402,11.66
dish_1558638896,4.914
dish_1551565168,5.1
dish_1551563591,7.56
dish_1562617370,17.6
dish_1565724509,6.162
dish_1562788760,6.902499
dish_1563986062,2.048
dish_1566501447,13.325001
dish_1551226948,4.23
dish_1558637214,2.88
dish_1561494032,12.507152
dish_1551320684,12.96
dish_1551389749,12.32
dish_1550775219,12.650001
dish_1558724607,13.68
dish_1561492628,1.333
dish_1558719066,19.879999
dish_1550777511,21.419998
dish_1565727875,27.248001
